135.152,25.2412,7.94526,4.62647,1.86363,1.30918,1.18192,1.08948,1.05573,1.0179,0.733484,0.328732,0.0826119,0.0820016,0.0283777,0.00691647,0.00505571,0.00123697,0.000230411,0.000147239,1.56219e-05,7.02064e-06,1.08321e-06,4.2073e-07,6.15522e-08,6.28782e-10,1.17336e-10,2.88347e-11,1.55269e-11,6.42042e-12,1.9853e-12,6.25278e-13,1.51434e-13,4.9738e-14,2.02061e-14,7.32747e-15,1.9984e-15,4.44089e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284.104,72.7582,18.2901,9.90306,2.29062,1.38479,1.20674,1.04052,0.906674,0.824859,0.224147,0.0775837,0.0401267,0.00680216,0.00394008,0.00201491,0.00025541,0.000124805,3.22799e-05,2.20802e-05,1.15306e-05,3.48329e-06,1.21321e-07,6.13545e-08,8.08589e-10,1.73271e-10,4.31073e-11,1.94389e-11,6.25566e-12,1.79989e-12,1.06937e-12,2.63789e-13,3.24185e-14,2.13163e-14,3.9968e-15,2.22045e-15,4.44089e-16,2.22045e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355.189,114.986,14.5436,4.83051,2.46333,1.96027,1.21664,1.12317,0.988343,0.987973,0.929502,0.261731,0.195373,0.103252,0.00650872,0.00463089,0.00379132,0.00143042,0.00047882,9.86597e-05,2.35852e-05,6.84645e-06,4.08559e-06,4.8173e-07,3.02366e-07,1.11624e-09,3.69793e-10,9.4913e-11,5.56715e-11,8.45302e-12,6.99907e-12,1.9047e-12,3.92797e-13,2.47802e-13,1.16351e-13,3.68594e-14,8.21565e-15,1.9984e-15,4.44089e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313.126,87.882,31.1531,9.05918,3.06936,2.20478,1.2296,1.09667,1.04262,0.935451,0.884449,0.538008,0.496277,0.330563,0.0629441,0.0397066,0.0115584,0.00545277,0.00106148,0.000945799,0.000261025,0.00013613,4.05478e-05,8.32373e-06,3.77585e-06,1.56061e-06,3.60342e-07,9.5435e-10,2.0803e-10,1.53022e-10,2.52798e-11,9.22795e-12,2.05946e-12,6.65468e-13,2.70006e-13,6.61693e-14,1.31006e-14,6.43929e-15,2.88658e-15,4.44089e-16,2.22045e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302.378,89.3449,12.6649,5.42369,3.36655,2.0951,1.21753,1.062,1.01995,0.710868,0.259409,0.241429,0.0762228,0.0196309,0.0155794,0.00836776,0.00339735,0.0027659,0.000598757,0.000109501,3.95987e-05,8.0385e-06,5.52018e-06,2.34298e-06,1.02482e-06,4.81443e-07,1.21052e-07,4.6292e-10,1.14134e-10,4.64913e-11,1.17131e-11,3.86668e-12,2.00195e-12,6.83453e-13,1.65201e-13,1.11022e-13,1.64313e-14,5.9952e-15,1.9984e-15,1.11022e-15,4.44089e-16,2.22045e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264.47,125.011,36.9692,14.1101,5.30123,1.6845,1.5194,1.18744,1.07238,1.00607,0.840754,0.150014,0.105497,0.0193076,0.012026,0.00411088,0.000932584,0.000368585,0.000111981,7.33757e-05,9.38916e-06,4.15065e-06,3.0097e-06,7.21547e-07,6.44272e-10,2.00707e-10,6.72236e-11,1.08578e-11,9.91207e-13,7.19869e-13,1.71196e-13,1.62093e-14,6.88338e-15,2.22045e-15,1.33227e-15,2.22045e-16,2.22045e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376.479,63.5719,21.5561,9.88207,5.15163,2.02976,1.1969,1.1969,1.01877,0.592178,0.512292,0.107879,0.10137,0.0167406,0.00495002,0.00222149,0.000521735,0.000238115,3.93995e-05,1.67873e-05,9.04648e-06,2.39821e-06,4.20986e-07,6.17642e-10,2.65489e-10,1.09843e-10,4.23936e-11,9.17e-12,6.59095e-12,6.05516e-13,5.83089e-13,3.41505e-13,5.44009e-14,3.35287e-14,1.15463e-14,6.88338e-15,2.22045e-15,4.44089e-16,2.22045e-16,2.22045e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314.209,109.485,19.67,5.76697,2.74281,1.84355,1.2863,1.15563,1.02317,0.975031,0.932587,0.3992,0.107817,0.0652108,0.0275644,0.00539001,0.00297745,0.000559353,0.000286115,0.000125447,3.45515e-05,2.68397e-05,1.6216e-06,1.26215e-06,1.81905e-07,9.84488e-10,1.6128e-10,1.07218e-10,2.79268e-11,3.32512e-12,7.17204e-13,2.52465e-13,1.40554e-13,4.01901e-14,2.4647e-14,3.9968e-15,1.77636e-15,8.88178e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199.87,22.5509,6.24831,3.69398,1.77827,1.10123,1.00683,0.986215,0.780034,0.332795,0.0493712,0.0349584,0.0185202,0.00504565,0.00181214,0.00132405,0.000288055,5.04647e-05,3.59988e-05,1.62707e-05,1.53705e-05,2.57969e-06,6.00465e-07,3.60847e-07,6.07006e-08,6.06846e-08,2.31218e-10,7.03779e-11,1.62879e-11,1.14366e-11,3.56537e-12,7.69163e-13,3.05977e-13,2.09166e-13,3.70814e-14,1.42109e-14,2.44249e-15,6.66134e-16,2.22045e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401.072,89.8324,38.8884,6.92459,3.10735,1.55154,1.20699,1.06415,1.04475,1.02872,0.603609,0.357717,0.13416,0.0467903,0.0136832,0.00472824,0.000669456,0.000181069,7.0737e-05,2.26952e-05,1.01487e-05,1.80264e-06,5.41408e-07,6.10534e-08,8.40337e-10,2.41218e-10,1.35593e-10,7.32501e-11,1.71523e-11,1.02005e-11,1.82698e-12,7.94254e-13,2.82441e-13,6.15064e-14,2.77556e-14,9.32587e-15,6.88338e-15,8.88178e-16,4.44089e-16,2.22045e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
