1.32255e+08,2.15234e+07,6.98062e+06,232665,63270.7,19584.6,3035.61,542.822,107.001,70.3177,51.46,32.8461,29.6784,28.8129,28.6407,28.6152,28.3813,28.3525,28.2688,28.224,28.2046,28.1134,28.055,27.9935,27.9584,27.8635,27.8238,27.7956,27.7766,27.7702
7.71007e+07,3.97449e+06,121969,9214.08,561.594,197.734,55.7479,54.7084,34.7619,29.6551,29.0336,28.8613,28.7419,28.7184,28.7078,28.699,28.6924,28.6784,28.6445,28.5914,28.455,28.4046,28.3789,28.3259,28.2703,28.2318,28.0895,28.048,28.0302,27.9722
1.24673e+08,3.69653e+06,982400,39207.5,10389.5,1397.71,329.228,70.3805,35.2674,31.3684,29.3781,28.909,28.8521,28.7788,28.7699,28.7409,28.7172,28.6557,28.5574,28.4709,28.4231,28.2749,28.2397,28.0713,27.9777,27.9658,27.9645,27.9456,27.9369,27.9069
6.43973e+07,2.64807e+06,175264,11501.4,1372.79,308.748,162.198,62.2385,34.9469,31.4294,29.2132,28.9099,28.6706,28.5095,28.499,28.4876,28.4599,28.4261,28.3981,28.3892,28.3173,28.293,28.2065,28.1886,28.1464,28.0769,27.9835,27.8471,27.8391,27.7955
6.04566e+07,1.68963e+07,1.58065e+06,212527,9492.52,978.819,456.395,102.896,70.367,70.3167,34.227,29.8488,29.3528,28.9056,28.7873,28.7486,28.7332,28.7282,28.7237,28.7215,28.7207,28.7119,28.7043,28.7,28.6939,28.6812,28.6739,28.6639,28.649,28.5887
1.03488e+08,6.32659e+06,430061,22957.5,8556.61,716.202,263.123,91.4635,38.1412,33.7721,32.068,29.564,29.0605,28.8472,28.8004,28.7646,28.7607,28.7518,28.7513,28.7399,28.7361,28.7353,28.7315,28.7305,28.7288,28.7274,28.7273,28.7242,28.7227,28.7171
1.78325e+08,7.98583e+06,947145,136074,30407.2,3573.68,682.81,141.059,88.4621,42.2148,34.7285,30.3718,29.1214,28.8314,28.7606,28.7528,28.7325,28.7222,28.6731,28.6487,28.56,28.5507,28.5433,28.5338,28.5112,28.4921,28.4796,28.4575,28.4497,28.4245
3.9869e+07,1.50378e+06,88797.4,10261.5,1394.92,133.845,59.3784,44.2987,31.312,29.8138,29.1832,28.697,28.6442,28.5972,28.5879,28.5315,28.5271,28.5186,28.4997,28.492,28.4777,28.4669,28.4376,28.3019,28.1691,28.0737,28.0591,27.9799,27.9209,27.9146
1.13781e+08,5.02536e+06,496477,46212.9,5115.38,415.895,287.45,153.886,56.2675,36.8891,31.6389,30.0446,29.1551,28.947,28.8244,28.7827,28.7705,28.7674,28.7565,28.7478,28.7275,28.6905,28.6573,28.5701,28.5321,28.4886,28.4771,28.4666,28.4337,28.4047
7.4164e+07,2.00162e+07,58087.2,52592.2,2116.69,1080.06,316.148,124.256,48.1366,38.9346,32.1744,30.0444,28.9477,28.5303,28.387,28.2858,28.2246,28.1958,27.9772,27.8211,27.7888,27.769,27.6679,27.6318,27.61,27.5075,27.4579,27.3008,27.2001,27.0489
8.99451e+07,9.33661e+06,1.98992e+06,185712,17363.2,1839.19,194.33,85.9914,72.95,40.0208,32.35,29.6038,29.0481,28.8103,28.7705,28.7217,28.6911,28.5313,28.4059,28.3496,28.1857,28.134,28.0723,27.9703,27.9392,27.9144,27.8892,27.8828,27.8798,27.8776
7.491e+07,5.0646e+06,833588,14741.8,2010.63,991.029,213.802,121.966,45.7653,34.405,31.1428,29.2288,28.9612,28.8369,28.804,28.8031,28.7913,28.7783,28.7773,28.775,28.7718,28.7628,28.7442,28.726,28.6726,28.642,28.5719,28.5488,28.5443,28.5396
1.30889e+08,3.30088e+06,977478,117476,4664.76,1093.68,281.516,91.9155,83.5618,35.6009,31.7675,29.8992,29.3885,28.8289,28.7749,28.764,28.7494,28.7418,28.7396,28.7352,28.7336,28.7044,28.5393,28.5008,28.4858,28.485,28.466,28.4494,28.4451,28.4136
1.02404e+08,877049,179628,4939.21,1346.51,163.849,50.4511,46.3934,31.5813,30.0059,29.5151,28.9573,28.8199,28.7436,28.735,28.7334,28.7225,28.718,28.7166,28.7115,28.7056,28.6976,28.6779,28.6664,28.5941,28.4762,28.4615,28.4558,28.4469,28.4439
1.23926e+08,8.15076e+06,230034,70342.2,6604.69,1099.46,302.197,78.2017,48.3339,37.2807,31.9513,29.6197,29.0077,28.7726,28.5992,28.5197,28.4094,28.3984,28.3372,28.304,28.2024,28.1531,27.9916,27.8807,27.8198,27.8093,27.7996,27.7924,27.7891,27.7806
1.02554e+08,5.54518e+06,853788,157630,4028.79,930.596,205.222,148.232,91.9172,35.8179,30.1969,29.4018,29.1614,28.9115,28.6896,28.6529,28.5456,28.4726,28.4478,28.4034,28.2754,28.0482,27.951,27.8565,27.8492,27.8414,27.833,27.83,27.8144,27.8056
1.86095e+08,5.66675e+06,2.67564e+06,68408.4,3890.81,3726.42,163.627,97.8766,48.9488,33.0933,30.4573,29.2631,28.9999,28.8104,28.7926,28.7833,28.7796,28.7749,28.7684,28.7575,28.751,28.7461,28.7431,28.7304,28.7098,28.6666,28.5635,28.5376,28.5332,28.5294
3.26384e+07,4.11648e+06,767479,24004.2,920.413,437.696,161.399,74.5223,41.2638,31.4948,29.7021,28.8963,28.8091,28.7802,28.7677,28.7584,28.7572,28.756,28.7485,28.7429,28.7423,28.7368,28.7318,28.7262,28.7244,28.7238,28.7225,28.7201,28.7184,28.7147
1.28096e+08,6.37552e+06,150709,41769.1,6271.14,1381.43,177.595,65.1313,45.0775,31.3592,28.9928,28.8022,28.7261,28.7061,28.605,28.5218,28.4605,28.441,28.3162,28.2489,28.17,28.1305,28.018,27.9266,27.9,27.8923,27.8906,27.8802,27.8772,27.8696
1.65577e+08,6.61054e+06,238444,28424.7,2891.55,222.057,69.9739,46.3153,32.274,30.5154,29.0388,28.8617,28.7913,28.7853,28.7698,28.7658,28.7569,28.7541,28.7462,28.7421,28.7371,28.7221,28.71,28.6916,28.6772,28.6122,28.553,28.5359,28.511,28.5037
6.10726e+07,3.49402e+06,676192,98037.1,9245.98,1094.03,284.465,118.178,63.7788,36.535,30.187,29.2705,28.8555,28.7898,28.7825,28.7462,28.596,28.2998,28.2108,28.122,28.0939,27.994,27.9759,27.955,27.9528,27.9427,27.9256,27.9101,27.8938,27.8853
9.86037e+07,3.63089e+06,1.28161e+06,97447.6,3943.1,1154.26,124.011,70.9486,40.7477,31.5317,30.3568,29.6284,29.0175,28.8119,28.7647,28.7572,28.7538,28.7515,28.7469,28.7452,28.743,28.7426,28.7418,28.7384,28.7376,28.7348,28.7324,28.7246,28.7194,28.7089
1.58459e+08,1.60459e+07,3.07494e+06,86527.1,25453.3,3523.47,721.422,120.088,67.9792,37.3804,30.7392,29.6251,28.8172,28.7687,28.6529,28.6181,28.5903,28.5621,28.5508,28.5413,28.5396,28.5394,28.5328,28.5295,28.5249,28.4986,28.4303,28.0371,27.9207,27.8928
2.98786e+07,1.65033e+06,673553,62874.7,9362.99,1963.24,214.837,89.7349,39.5253,31.9894,29.2615,28.8829,28.8096,28.7755,28.7683,28.7619,28.7578,28.7499,28.745,28.7368,28.7302,28.7301,28.7111,28.6904,28.6766,28.5885,28.5421,28.518,28.5025,28.4856
1.07376e+08,7.99921e+06,381923,14377.4,2580.42,466.259,178.425,56.0939,37.6252,31.5626,29.7209,29.0522,28.9031,28.8378,28.8088,28.7849,28.7793,28.7733,28.7703,28.7667,28.7666,28.7616,28.7571,28.7554,28.7533,28.7519,28.7514,28.7504,28.7486,28.7451
1.19001e+08,3.45265e+06,289941,26398,3752.73,2093.32,447.18,154.114,106.007,48.6093,35.4335,30.1816,29.199,28.7773,28.7117,28.6949,28.6175,28.5853,28.5505,28.5426,28.5422,28.5406,28.538,28.534,28.5331,28.5299,28.5296,28.5246,28.524,28.5228
7.10168e+07,6.65821e+06,144853,106550,2041.35,688.377,602.217,129.525,59.1709,36.354,33.3985,29.9259,29.1189,28.7897,28.7713,28.7317,28.6999,28.5771,28.5134,28.5082,28.5068,28.506,28.5018,28.4982,28.4949,28.4911,28.4792,28.4749,28.4698,28.4637
6.21814e+07,2.70117e+07,2.58619e+06,68318,34075.5,5126.29,1903.71,266.36,70.8736,42.6333,32.5029,30.2117,29.1304,28.8203,28.788,28.7668,28.7618,28.7604,28.7565,28.7469,28.7422,28.7235,28.7057,28.6661,28.5977,28.5021,28.4841,28.4816,28.48,28.4458
7.99058e+07,4.01979e+06,655195,102869,5738.62,759.777,354.308,82.4034,52.4429,37.0098,30.7221,29.255,28.8113,28.7611,28.7511,28.7504,28.7503,28.7439,28.7403,28.7315,28.725,28.7189,28.7121,28.7072,28.7026,28.6662,28.6128,28.5065,28.4762,28.4712
8.7529e+07,1.19752e+07,163262,56155,7726.12,522.09,235.774,63.5056,33.7424,31.2716,29.2709,29.0021,28.8187,28.7507,28.7248,28.6667,28.6232,28.5453,28.5285,28.4968,28.4359,28.3679,28.3062,28.2626,28.0979,28.0494,27.9466,27.9231,27.9188,27.8995
1.42138e+08,3.78033e+06,244129,64011.9,1178.24,279.909,83.4202,48.7709,35.1269,30.4819,29.202,28.9456,28.8193,28.7914,28.7698,28.7537,28.7513,28.7345,28.7217,28.7009,28.6714,28.6119,28.5371,28.5187,28.5144,28.5053,28.5018,28.4957,28.4857,28.4779
5.67545e+07,3.86058e+06,278225,14998.8,1946.75,170.69,103.512,54.8996,38.5544,33.346,29.32,28.9117,28.7495,28.7368,28.6173,28.5786,28.5588,28.5522,28.5349,28.5283,28.5222,28.5196,28.4988,28.4795,28.3745,28.0554,28.0246,27.9588,27.9329,27.9118
1.00296e+08,8.25468e+06,854995,11891.9,1351.98,541.187,129.791,67.5698,35.8104,30.9547,29.5675,28.9648,28.7828,28.7524,28.7299,28.7238,28.7109,28.7065,28.6741,28.6384,28.5435,28.4498,28.4009,28.388,28.3477,28.3401,28.3257,28.2634,28.1186,27.9968
1.34484e+08,5.2462e+06,645386,197927,27460.8,1693.16,422.963,126.736,52.2769,44.5714,32.037,29.7036,29.1358,28.8729,28.8069,28.7843,28.7814,28.7746,28.7713,28.7678,28.765,28.7621,28.7609,28.7573,28.7551,28.7503,28.7491,28.7472,28.7467,28.7461
5.53343e+07,1.00772e+07,4.71225e+06,556343,31079.4,2105.81,801.225,163.761,63.6432,53.8332,33.5548,30.1559,29.3754,29.0085,28.8087,28.8027,28.7757,28.7579,28.7475,28.7427,28.7266,28.7193,28.7071,28.6702,28.6619,28.5736,28.5204,28.5033,28.5009,28.496
1.03033e+08,6.78753e+06,740920,31851.1,3388.93,409.931,206.451,69.1891,38.2846,29.9292,29.4412,28.9707,28.7729,28.7547,28.694,28.6745,28.6426,28.4908,28.433,28.3082,28.2673,28.2289,28.1823,28.125,28.0891,28.0422,27.8629,27.8582,27.8572,27.8435
1.3618e+08,6.12055e+06,2.45408e+06,1.8444e+06,152887,38283.7,12798.7,2399.94,444.073,223.622,98.7494,38.1586,35.1156,30.8388,29.3478,28.8945,28.8151,28.7668,28.754,28.7479,28.7437,28.7367,28.7304,28.722,28.7125,28.5418,28.5215,28.5078,28.5023,28.4959
7.41596e+07,1.17848e+07,992228,64424.6,3261.4,1392.67,173.674,73.3542,56.3054,35.9769,30.5351,29.4368,28.9672,28.9133,28.85,28.7979,28.7877,28.7781,28.7681,28.7582,28.7452,28.7318,28.7158,28.6667,28.618,28.5803,28.5604,28.541,28.5292,28.5221
1.20544e+08,3.95312e+07,1.73419e+06,186223,9068.2,1302.9,212.678,97.6507,49.1218,34.8113,30.5888,29.4271,28.9273,28.8054,28.6628,28.5742,28.4675,28.4345,28.4272,28.3306,28.2861,28.2203,28.1866,28.0009,27.8039,27.7936,27.7692,27.7626,27.7008,27.6693
7.53376e+07,1.85224e+07,1.42472e+06,1.07178e+06,70103.4,3886.99,977.952,537.769,52.7025,46.8118,46.5831,33.1719,29.7844,29.0781,28.8596,28.7896,28.7671,28.7599,28.7506,28.7477,28.7461,28.7402,28.7387,28.7374,28.7358,28.734,28.7322,28.7191,28.6929,28.6834
1.49451e+08,2.05982e+07,2.42251e+06,104990,39016.6,2426.35,1882.17,418.933,158.455,107.114,41.3244,35.8749,31.1888,29.828,28.9346,28.7452,28.667,28.5377,28.3245,28.2241,28.1938,28.1534,28.1185,28.0717,28.0509,28.0102,27.9575,27.8671,27.8382,27.802
1.28576e+08,9.06909e+06,930140,37178.9,4662.75,889.97,262.787,73.6131,43.1699,32.3156,30.7606,29.6661,28.9634,28.8207,28.7865,28.77,28.7626,28.7534,28.7458,28.7307,28.7157,28.7092,28.6967,28.6862,28.6048,28.5328,28.4853,28.4684,28.4525,28.4262
5.86592e+07,2.12596e+06,306493,27766.2,1474.26,492.907,135.034,46.8135,33.3379,29.6275,28.937,28.8257,28.7799,28.7246,28.6947,28.6615,28.5923,28.5645,28.5369,28.4818,28.4728,28.4711,28.4375,28.4302,28.4199,28.4159,28.3795,28.287,28.0958,28.017
3.45957e+07,6.15333e+06,466294,10144.1,1178.47,647.149,204.187,81.9863,45.3011,33.3532,29.837,28.7343,28.6762,28.5567,28.4765,28.4052,28.388,28.3163,28.2894,28.1047,27.9746,27.9486,27.8801,27.8478,27.8453,27.8045,27.651,27.6252,27.5798,27.5505
7.08765e+07,45750.8,39454.3,1003.29,442.174,346.238,112.205,58.6666,36.0434,30.9378,29.2533,29.0943,28.92,28.8402,28.7927,28.7722,28.7682,28.7627,28.7624,28.7618,28.7598,28.7573,28.7558,28.7542,28.7498,28.7473,28.7458,28.7425,28.7403,28.7382
3.46707e+07,8.68267e+06,1.46926e+06,523.484,515.808,455.498,153.217,74.8342,38.9847,33.793,30.6629,29.3882,28.9103,28.7961,28.7909,28.7689,28.7593,28.747,28.736,28.7348,28.7086,28.6755,28.6461,28.5599,28.4676,28.3885,28.2201,28.12,28.088,28.0142
1.2264e+08,3.51695e+06,563592,100905,9740.71,3035.46,482.192,111.925,56.6362,41.25,32.4765,29.3907,28.8784,28.8266,28.7982,28.7731,28.7636,28.7548,28.7418,28.7223,28.6728,28.6382,28.5748,28.5454,28.5423,28.533,28.5288,28.5271,28.5268,28.5257
1.64128e+08,8.28251e+06,1.73155e+06,746268,122511,24861.2,2234.87,532.992,299.389,67.4841,40.6772,32.9406,29.5978,29.2482,28.8245,28.7878,28.7578,28.7536,28.7517,28.7508,28.7479,28.7445,28.7408,28.721,28.5657,28.5043,28.4965,28.4912,28.4778,28.4266
1.51938e+08,4.26144e+07,5.2972e+06,1.96755e+06,88180.3,6585.13,460.747,135.289,52.9479,44.9314,33.4318,30.7272,28.9347,28.9088,28.7396,28.6421,28.601,28.5804,28.5559,28.5529,28.551,28.5502,28.546,28.5415,28.5265,28.5132,28.4618,28.4369,28.4101,28.2967
7.50034e+07,4.44485e+06,284372,14107,14107,1123.22,327.677,109.739,73.3664,55.3164,33.3304,29.42,29.2025,28.8953,28.8131,28.7797,28.7676,28.763,28.7613,28.7599,28.7589,28.7567,28.7563,28.7556,28.7516,28.7509,28.7491,28.7482,28.7473,28.7462
