1.41498e+08,1.83171e+07,702908,75608.7,3362.52,1056.96,177.856,168.593,64.2674,37.9361,33.5084,29.4189,29.0084,28.8081,28.7415,28.7244,28.6847,28.5638,28.5401,28.5391,28.5277,28.5259,28.5245,28.5182,28.5132,28.5067,28.4942,28.4835,28.4804,28.4667,28.4282,28.3751,28.2602,28.2062,28.1266,28.0917,28.0643,27.9924,27.8816,27.8401,27.8317,27.8308,27.8179,27.798,27.7971,27.7418,27.7118,27.7,27.6959,27.6802,27.6291,27.5908,27.58,27.5798,27.5268,27.4864,27.4842,27.4565,27.4352,27.4175,27.4077,27.4037,27.3405,27.2767,27.2582,27.2189,27.2012,27.1621,27.1472,27.1458,27.1421,27.1081,27.0972,27.0968,27.0964,27.0937,27.0925,27.0908,27.0843,27.078,27.0676,27.0616,27.06,27.0588,27.0563,27.0545,27.0544,27.0543,27.0534,27.0491,27.0489,27.0449,27.0415,27.028,27.0235,27.0211,27.0206,27.018,27.0179,27.0178
4.8835e+07,5.29791e+06,247376,81236.1,7228.92,1723.53,433.99,295.974,176.73,47.4332,34.3644,31.2481,29.6332,29.1247,28.8384,28.7767,28.7581,28.7475,28.7415,28.7253,28.696,28.6176,28.584,28.5332,28.5235,28.5019,28.4597,28.3739,28.2548,28.0951,27.9988,27.8969,27.8823,27.8677,27.8663,27.861,27.8582,27.8545,27.8519,27.8496,27.8465,27.8169,27.8097,27.8023,27.8018,27.7778,27.7771,27.7694,27.7692,27.7497,27.7407,27.7126,27.6395,27.5849,27.5356,27.4942,27.4718,27.4672,27.2344,27.1582,27.114,27.0179,26.9421,26.9339,26.9271,26.9079,26.9069,26.9013,26.8843,26.8818,26.8716,26.8715,26.8715,26.8714,26.8712,26.8712,26.871,26.8694,26.8548,26.8501,26.8469,26.8446,26.8375,26.8369,26.8274,26.8272,26.8137,26.7715,26.7549,26.7254,26.6791,26.6679,26.6455,26.6242,26.6117,26.5921,26.5902,26.5877,26.5859,26.5778
5.37358e+07,4.86559e+06,949398,308383,20564.2,13918.3,1150.81,281.425,110.641,51.0671,39.4684,32.8613,30.4994,29.688,28.8811,28.7037,28.662,28.5788,28.5275,28.5228,28.5094,28.4478,28.4342,28.3993,28.3927,28.3545,28.2634,27.9859,27.9313,27.8513,27.8497,27.8377,27.8353,27.8306,27.816,27.8131,27.8028,27.732,27.7235,27.6989,27.6745,27.6686,27.5859,27.5507,27.5372,27.4636,27.3251,27.2689,27.1437,27.1168,27.1054,27.0239,27.0225,27.0224,26.9709,26.9633,26.9376,26.9005,26.895,26.8873,26.8696,26.8625,26.8179,26.81,26.7938,26.7715,26.7651,26.7569,26.7556,26.7353,26.7241,26.7235,26.6868,26.658,26.6331,26.6219,26.6219,26.586,26.4691,26.4348,26.3913,26.3255,26.3066,26.3025,26.2807,26.2408,26.2331,26.2325,26.2324,26.2248,26.2217,26.2194,26.2194,26.2169,26.2149,26.2002,26.1762,26.1645,26.1446,26.0911
1.16955e+08,2.89713e+07,6.75244e+06,443871,218903,32387.9,3091.15,1396.51,147.531,139.266,68.3314,46.2967,33.3017,29.1165,29.0676,28.9234,28.8099,28.7825,28.7635,28.7506,28.7411,28.7289,28.7133,28.7066,28.6851,28.6737,28.5851,28.5104,28.4983,28.4914,28.4861,28.4847,28.4797,28.4774,28.4657,28.4467,28.3451,28.2692,28.2193,28.1899,28.1012,28.0659,27.9232,27.8996,27.8956,27.8921,27.8867,27.8427,27.8365,27.8274,27.8254,27.7978,27.7963,27.7872,27.787,27.7857,27.7767,27.7702,27.7679,27.7669,27.7592,27.7512,27.7394,27.7281,27.7008,27.6865,27.5705,27.4856,27.371,27.3316,27.3211,27.3143,27.2886,27.2097,27.1813,27.1572,27.1499,27.0083,26.9997,26.9844,26.9843,26.9753,26.9591,26.9584,26.9348,26.9308,26.925,26.9226,26.922,26.9171,26.9078,26.897,26.8826,26.8782,26.8361,26.8242,26.8127,26.793,26.7665,26.7619
9.82732e+07,1.63252e+07,1.85674e+06,62955.9,1459.13,376.195,173.748,43.571,42.2931,38.7757,31.1674,29.35,29.109,28.7541,28.5822,28.5248,28.4501,28.3415,28.2686,28.1833,28.1231,28.0927,28.0143,27.9919,27.9315,27.901,27.895,27.8948,27.8945,27.8838,27.8745,27.8601,27.8591,27.8584,27.8572,27.8569,27.8561,27.8549,27.8303,27.8215,27.8174,27.8156,27.8076,27.8073,27.8016,27.7569,27.7489,27.7418,27.7347,27.7136,27.6291,27.532,27.4808,27.4245,27.3907,27.3762,27.2304,27.1846,27.1545,27.13,27.13,27.1166,27.1146,27.1045,27.0956,27.0956,27.0862,27.0393,27.0376,27.0374,27.0328,27.0136,26.9585,26.9583,26.9477,26.9473,26.9123,26.91,26.8822,26.8581,26.8577,26.8561,26.8522,26.8452,26.845,26.845,26.845,26.8449,26.8438,26.8371,26.8318,26.8298,26.8254,26.8152,26.8025,26.7939,26.7905,26.7855,26.5485,26.5451
6.5944e+07,3.17313e+06,681848,355686,36821.6,2750.82,875.4,428.767,107.419,41.8585,30.3873,29.229,28.9427,28.8906,28.8003,28.7459,28.7217,28.7217,28.7078,28.6743,28.6369,28.6034,28.5568,28.5433,28.4912,28.4847,28.4332,28.4258,28.42,28.4047,28.357,28.1812,28.1136,28.0586,28.0066,27.8946,27.868,27.8468,27.8371,27.7987,27.7978,27.7965,27.7854,27.7835,27.7832,27.7679,27.7627,27.7551,27.7494,27.7412,27.7396,27.7309,27.698,27.6183,27.5367,27.4636,27.3711,27.3621,27.3469,27.2585,27.0095,26.946,26.9446,26.9164,26.9094,26.9075,26.8967,26.8958,26.895,26.8643,26.8551,26.8529,26.8503,26.8477,26.828,26.828,26.8248,26.8233,26.8212,26.8096,26.8081,26.8027,26.8027,26.8024,26.8024,26.7985,26.7984,26.7974,26.797,26.7959,26.7884,26.786,26.7824,26.7778,26.7651,26.6375,26.5652,26.5029,26.477,26.3935
8.70267e+07,2.72587e+07,3.90959e+06,227521,30679.1,4204.77,394.35,117.422,64.0005,45.273,34.9392,29.7134,29.4341,28.8803,28.8688,28.7827,28.7812,28.7803,28.7584,28.7467,28.7459,28.7453,28.7409,28.7344,28.7313,28.7147,28.692,28.6508,28.5978,28.5469,28.5432,28.4922,28.4303,28.4221,28.3998,28.3791,28.3253,28.2382,28.161,28.1494,28.0654,27.9398,27.8591,27.8215,27.8073,27.7986,27.769,27.7421,27.732,27.7249,27.7242,27.6599,27.6336,27.6251,27.5469,27.5386,27.4964,27.3442,27.3109,27.2809,27.2787,27.251,27.219,27.0739,27.0571,27.0119,27.0025,26.9552,26.9299,26.9297,26.9292,26.9252,26.9251,26.925,26.8655,26.8008,26.7666,26.7622,26.7394,26.6178,26.5822,26.5778,26.5755,26.5422,26.518,26.4958,26.3999,26.3694,26.3461,26.346,26.3188,26.3073,26.2978,26.2635,26.2117,26.1286,26.082,26.0598,26.0567,26.0485
8.55131e+07,9.17398e+06,235065,46213.4,14144.1,3579.46,215.254,160.19,41.8932,38.1341,32.7557,30.3176,29.1347,28.8567,28.7235,28.7147,28.6976,28.5923,28.5089,28.4709,28.4647,28.4418,28.4225,28.4182,28.3923,28.3472,28.2921,28.0594,28.016,27.9417,27.8573,27.8357,27.7712,27.7443,27.7443,27.7436,27.7416,27.7399,27.7272,27.7199,27.7005,27.6982,27.6761,27.6696,27.6544,27.6216,27.5865,27.5759,27.5597,27.558,27.553,27.5326,27.4862,27.3698,27.2814,27.2747,27.2427,27.2285,27.1629,27.101,27.0709,27.064,27.0174,27.0108,27.0082,26.997,26.9949,26.9931,26.99,26.9864,26.9858,26.9806,26.9804,26.9774,26.9652,26.961,26.9556,26.9379,26.9339,26.9338,26.9313,26.9302,26.9249,26.9237,26.9237,26.9235,26.9209,26.9196,26.9186,26.9178,26.9176,26.917,26.9138,26.9136,26.9074,26.9071,26.9069,26.9069,26.9063,26.9053
2.12163e+08,5.32584e+06,497613,36255.3,3753.51,3520.12,484.515,113.562,52.8218,36.3326,31.5939,29.4022,28.9167,28.7557,28.7491,28.7469,28.7303,28.727,28.721,28.7174,28.6946,28.6651,28.597,28.5207,28.3773,28.3114,28.29,28.1851,28.0534,28.0012,27.9936,27.9794,27.9558,27.9486,27.9304,27.9279,27.9241,27.9203,27.9202,27.9165,27.9096,27.9093,27.9093,27.9092,27.9081,27.908,27.908,27.9079,27.9077,27.9077,27.9069,27.9068,27.9067,27.9067,27.9064,27.9064,27.9062,27.9061,27.9061,27.9061,27.9053,27.9047,27.9044,27.9043,27.9042,27.9014,27.9014,27.9012,27.901,27.8997,27.8973,27.8953,27.8946,27.8944,27.8924,27.8922,27.8876,27.8699,27.8668,27.8632,27.8375,27.7561,27.7358,27.6917,27.4244,27.3969,27.331,27.287,27.2673,27.1562,27.1493,27.1092,27.1091,27.0857,27.0741,27.0679,27.0675,27.0669,26.9995,26.9912
8.21858e+07,7.42793e+06,663690,58255.9,3728.83,928.799,778.372,169.476,62.8684,53.1074,41.8577,33.3106,30.0394,29.3274,28.9726,28.8227,28.8114,28.7861,28.7679,28.7603,28.756,28.7534,28.7497,28.7455,28.7435,28.7432,28.7412,28.7391,28.7363,28.7296,28.7189,28.7083,28.6847,28.5794,28.4656,28.4373,28.4034,28.3665,28.121,27.9694,27.9257,27.8834,27.7954,27.7825,27.7542,27.7441,27.7357,27.7316,27.7167,27.7126,27.6909,27.68,27.6706,27.6105,27.5076,27.4715,27.3934,27.3137,27.2374,27.1309,27.1253,27.1245,27.0733,27.0448,27.027,26.9642,26.9515,26.9106,26.8934,26.8798,26.8727,26.8702,26.8664,26.8657,26.8651,26.8326,26.8114,26.8104,26.8086,26.8064,26.7961,26.7947,26.7947,26.7946,26.7946,26.7943,26.7914,26.7903,26.7895,26.7548,26.7087,26.699,26.6957,26.6957,26.694,26.6914,26.6889,26.6799,26.6569,26.6289
